Loan Number,Country / Economy,Region,Loan Type,Loan Status,Board Approval Date,Original Principal Amount (US$),Cancelled Amount (US$),Disbursed Amount (US$),Repaid to IBRD (US$),Due to IBRD (US$),Agreement Signing Date,Effective Date (Most Recent),Last Disbursement Date
LOAN-2065,Ghana,Europe & Central Asia,Investment,Disbursing&Repaying,2016-02-05,229856543.4,0.0,200138994.37,6097195.85,132389602.78,2015-12-17,2016-10-07,2027-08-01
LOAN-2066,Vietnam,Africa,Agriculture,Fully Repaid,2024-07-11,390489381.49,0.0,187499783.03,154093685.58,109222504.99,2024-06-26,2025-03-22,2035-08-02
LOAN-2067,Colombia,East Asia,Infrastructure,Fully Repaid,2017-12-29,286775384.11,0.0,170594353.81,111062930.83,143590281.94,2017-12-09,2018-05-27,2030-03-09
LOAN-2068,Indonesia,East Asia,Agriculture,Repaying,2022-12-22,258407066.21,0.0,159046651.28,82662778.33,127861635.0,2022-09-27,2023-11-22,2035-07-20
LOAN-2069,Pakistan,Europe & Central Asia,Agriculture,Disbursing,2013-11-15,452350804.72,0.0,227945297.92,68345386.42,348280705.14,2013-08-09,2014-08-06,2023-07-29
LOAN-2070,Mexico,East Asia,Agriculture,Disbursing,2008-04-12,5501709.63,0.0,2849846.02,2264656.55,1518261.42,2008-02-10,2008-12-21,2011-02-14
LOAN-2071,Philippines,Latin America,Education,Effective,2004-06-24,412404577.96,0.0,412404577.96,138911070.93,168264394.71,2004-01-26,2005-07-10,2014-02-20
LOAN-2072,Pakistan,East Asia,Agriculture,Disbursing,2017-05-21,402719926.01,0.0,402719926.01,255969465.79,250609440.54,2017-02-19,2017-08-27,2027-03-05
LOAN-2073,Vietnam,Africa,Education,Disbursing,2015-07-24,492775690.31,0.0,485037971.71,185349110.23,170198696.9,2015-01-24,2016-06-18,2016-12-25
LOAN-2074,Philippines,Europe & Central Asia,Investment,Disbursing,2017-11-10,111005219.27,0.0,65285062.87,21286351.08,47298430.19,2017-05-19,2018-04-06,2021-10-11
LOAN-2075,Tanzania,Latin America,Agriculture,Repaying,2019-02-04,31327512.05,0.0,20098175.84,1679510.44,10590262.34,2018-11-14,2019-08-12,2028-08-03
LOAN-2076,Tanzania,South Asia,Education,Cancelled,2004-10-09,160306601.19,109607612.58,160306601.19,25900122.01,55892837.12,2004-07-03,2005-10-25,2007-11-13
LOAN-2077,Bangladesh,South Asia,Climate,Disbursing,2021-10-21,100725848.64,0.0,50664256.6,23116751.99,56882302.84,2021-04-23,2022-06-13,2032-02-06
LOAN-2078,Brazil,Africa,Infrastructure,Fully Repaid,2022-07-09,257863814.67,0.0,256226897.18,26740499.42,168989456.72,2022-02-28,2023-08-07,2030-11-08
LOAN-2079,Jordan,Africa,Agriculture,Disbursing&Repaying,2003-08-03,71444922.74,0.0,38799712.17,14808244.3,44274996.39,2003-07-23,2004-02-21,2010-03-11
LOAN-2080,Pakistan,Europe & Central Asia,Investment,Effective,2001-10-14,488636890.06,0.0,479891762.1,196511082.01,42221989.16,2001-06-01,2002-07-06,2010-11-03
LOAN-2081,Brazil,Europe & Central Asia,Infrastructure,Disbursing,2024-05-06,413400644.92,0.0,248809908.97,75567443.4,112489763.43,2024-03-12,2024-11-02,2033-03-03
LOAN-2082,Colombia,South Asia,Health,Disbursing&Repaying,2001-08-22,270828238.6,0.0,172828140.89,5539758.65,36226651.83,2001-02-04,2002-04-11,2008-01-14
LOAN-2083,Mexico,South Asia,Education,Effective,2015-06-29,323316194.16,0.0,161930879.64,21080143.38,135821163.17,2014-12-25,2016-06-09,2021-10-14
LOAN-2084,Peru,Europe & Central Asia,Education,Disbursing&Repaying,2004-07-14,277759643.64,0.0,128110779.07,42983190.0,44458996.13,2004-02-24,2004-09-22,2012-12-06
LOAN-2085,Nepal,East Asia,Education,Disbursing&Repaying,2003-07-22,243440054.87,0.0,133196833.92,89520303.8,143920657.39,2003-06-13,2003-11-27,2017-03-06
LOAN-2086,Nigeria,Africa,Health,Disbursing,2016-10-14,371270975.59,0.0,308647253.05,220482510.67,211881692.66,2016-06-05,2017-03-03,2027-05-29
LOAN-2087,Nigeria,Latin America,Infrastructure,Disbursing&Repaying,2012-10-12,169728017.55,0.0,159060902.3,86554630.12,124293491.84,2012-10-01,2013-06-07,2018-03-31
LOAN-2088,India,East Asia,Investment,Disbursing&Repaying,2014-04-09,396041608.47,0.0,245472501.03,102164943.75,254533433.18,2014-02-02,2014-09-01,2015-07-01
LOAN-2089,Vietnam,Latin America,Climate,Cancelled,2018-11-15,42914862.85,23909520.44,27047738.16,17333008.64,28762881.41,2018-06-20,2019-07-02,2030-05-12
LOAN-2090,Jordan,South Asia,Agriculture,Disbursing&Repaying,2022-05-20,209055677.9,0.0,137080786.14,101489930.33,34250421.7,2021-12-25,2023-06-11,2027-01-06
LOAN-2091,Bangladesh,Africa,Investment,Fully Repaid,2015-06-28,244748243.65,0.0,227263134.39,116854604.42,26666884.64,2015-04-26,2016-04-24,2024-08-03
LOAN-2092,Nepal,Africa,Health,Cancelled,2007-06-24,451760224.09,185662531.62,343879587.68,144650230.53,75410244.11,2007-02-24,2008-02-21,2008-10-27
LOAN-2093,Nepal,Europe & Central Asia,Investment,Fully Repaid,2005-07-16,447710951.25,0.0,447710951.25,151217016.32,202900155.26,2005-03-27,2005-12-04,2011-02-06
LOAN-2094,Indonesia,Europe & Central Asia,Infrastructure,Fully Repaid,2018-04-29,177162640.81,0.0,177162640.81,122275382.68,139655012.31,2018-02-23,2018-12-29,2025-05-26
LOAN-2095,Vietnam,Africa,Health,Disbursing&Repaying,2014-04-03,380014017.73,0.0,353940367.58,218791597.57,199447293.52,2013-11-07,2015-01-30,2023-11-14
LOAN-2096,Philippines,East Asia,Infrastructure,Repaying,2017-12-11,299425762.48,0.0,230896533.65,171677251.12,115905300.52,2017-12-01,2018-10-09,2026-04-04
LOAN-2097,Egypt,Latin America,Agriculture,Fully Repaid,2018-05-28,411594307.2,0.0,197013101.27,102868823.76,149645370.1,2017-12-07,2018-07-11,2024-04-02
LOAN-2098,Morocco,Europe & Central Asia,Health,Disbursing,2014-07-31,373852575.38,0.0,373852575.38,201735094.05,223979188.8,2014-05-19,2014-11-23,2028-03-02
LOAN-2099,Tanzania,South Asia,Agriculture,Fully Repaid,2022-12-08,571348418.07,0.0,238923974.59,129307645.05,367039878.71,2022-10-18,2023-08-29,2032-01-13
LOAN-2100,Philippines,Latin America,Agriculture,Disbursing,2001-05-21,285940490.83,0.0,277429191.36,49883647.3,42744541.38,2000-12-15,2002-02-11,2012-07-03
LOAN-2101,Philippines,Europe & Central Asia,Health,Disbursing&Repaying,2004-12-26,268973651.63,0.0,159637723.31,25412745.77,106528270.94,2004-09-23,2005-04-16,2011-04-19
LOAN-2102,Egypt,South Asia,Investment,Fully Repaid,2017-04-14,9095571.75,0.0,3873422.49,2359631.42,6369601.93,2016-12-19,2017-09-24,2030-02-26
LOAN-2103,Indonesia,Europe & Central Asia,Infrastructure,Disbursing&Repaying,2002-09-06,390018157.13,0.0,322676315.32,6888530.61,160143667.85,2002-05-18,2002-10-26,2011-08-26
LOAN-2104,Bangladesh,Europe & Central Asia,Climate,Effective,2005-01-05,379414576.97,0.0,285333665.75,202210597.99,48457789.6,2004-11-13,2005-08-10,2015-02-04
LOAN-2105,Vietnam,Latin America,Education,Disbursing&Repaying,2003-04-28,548219881.28,0.0,548219881.28,103655488.58,67345675.53,2002-10-19,2004-02-03,2009-08-18
LOAN-2106,Nigeria,Africa,Health,Cancelled,2012-05-07,180698781.46,40015164.34,136560872.89,96772026.32,103842395.39,2012-03-23,2012-08-20,2024-11-14
LOAN-2107,Nepal,South Asia,Health,Disbursing&Repaying,2007-02-06,136507816.04,0.0,95102387.44,31046346.66,36640571.19,2006-08-18,2007-08-11,2018-07-31
LOAN-2108,Egypt,Africa,Climate,Fully Repaid,2011-07-17,96892566.18,0.0,96892566.18,11210254.56,48987628.3,2011-05-10,2011-08-30,2017-02-08
LOAN-2109,Nepal,Latin America,Education,Cancelled,2018-03-16,352619690.65,201372640.63,214229487.13,139040385.21,214778160.15,2018-01-22,2018-10-08,2022-07-09
LOAN-2110,Peru,Africa,Agriculture,Cancelled,2021-08-15,316385764.39,155155279.78,222223980.1,185217925.5,169672109.94,2021-04-30,2021-09-21,2023-11-23
LOAN-2111,Vietnam,Latin America,Infrastructure,Disbursing,2008-10-31,189038429.32,0.0,109537938.19,27437500.23,119757880.89,2008-06-16,2009-07-23,2022-06-04
LOAN-2112,India,Europe & Central Asia,Infrastructure,Disbursing&Repaying,2004-06-07,539390130.35,0.0,535669573.36,175273386.82,40254900.06,2004-01-20,2004-08-10,2011-05-05
LOAN-2113,Jordan,Europe & Central Asia,Agriculture,Fully Repaid,2023-06-16,508730343.51,0.0,422339421.55,30198350.85,329880266.84,2023-04-05,2023-11-24,2028-05-16
LOAN-2114,Philippines,Latin America,Investment,Cancelled,2012-06-12,415334282.9,268250403.99,317669606.15,11502661.77,210513544.14,2011-11-28,2012-08-13,2016-03-28
LOAN-2115,Peru,Africa,Health,Fully Repaid,2004-05-29,41214742.35,0.0,23989823.83,12645267.69,20028420.61,2004-05-06,2004-12-08,2006-11-13
LOAN-2116,Pakistan,East Asia,Infrastructure,Repaying,2021-11-08,74261803.16,0.0,34658649.44,6157338.43,33921055.83,2021-06-06,2021-12-12,2032-04-24
LOAN-2117,Indonesia,East Asia,Infrastructure,Fully Repaid,2000-01-09,467550539.17,0.0,259882829.57,188464241.55,238829472.89,1999-09-17,2000-12-11,2006-11-30
LOAN-2118,Tanzania,Latin America,Agriculture,Effective,2023-11-15,200540442.59,0.0,157749870.04,40286182.94,107080520.69,2023-08-10,2024-05-03,2037-04-12
LOAN-2119,Peru,Africa,Health,Disbursing,2014-04-26,377423424.62,0.0,184626498.79,125721599.6,70440500.58,2013-12-17,2015-02-03,2018-10-18
LOAN-2120,Mexico,South Asia,Agriculture,Effective,2024-02-28,457460498.23,0.0,429272218.06,36535864.46,318631492.49,2023-12-31,2024-05-23,2030-03-06
LOAN-2121,Pakistan,Africa,Health,Effective,2009-06-07,303558903.83,0.0,199138492.68,95060664.79,38609000.72,2008-12-07,2009-09-24,2017-07-07
LOAN-2122,Mexico,Latin America,Health,Repaying,2014-08-10,461006442.46,0.0,461006442.46,353647979.45,234003376.74,2014-04-01,2015-08-09,2024-10-11
LOAN-2123,Nigeria,Latin America,Infrastructure,Repaying,2013-09-26,560041909.6,0.0,435480378.22,335587181.78,155531249.66,2013-03-14,2014-04-25,2021-08-18
LOAN-2124,Egypt,Africa,Education,Fully Repaid,2002-06-25,258052258.05,0.0,184464467.14,69250040.67,160422588.08,2002-03-17,2003-06-20,2006-06-10
LOAN-2125,Egypt,Africa,Investment,Effective,2016-10-02,16590376.03,0.0,15984348.3,3001031.63,9746920.96,2016-07-02,2017-06-07,2026-02-24
LOAN-2126,Vietnam,Europe & Central Asia,Investment,Effective,2004-10-16,338183495.85,0.0,189234537.36,36613451.95,144474548.34,2004-08-05,2005-02-05,2012-11-29
LOAN-2127,Tanzania,Europe & Central Asia,Agriculture,Disbursing&Repaying,2021-11-05,284573696.64,0.0,284573696.64,11781338.24,154968498.54,2021-08-16,2022-10-11,2031-01-29
LOAN-2128,Brazil,South Asia,Education,Effective,2004-12-24,38388167.14,0.0,25879518.93,12528434.04,14533502.1,2004-11-10,2005-03-01,2013-01-29
LOAN-2129,Colombia,Latin America,Infrastructure,Fully Repaid,2010-12-31,525000616.9,0.0,457720031.1,236494469.11,247473367.35,2010-07-28,2011-11-05,2017-08-31
LOAN-2130,Jordan,Europe & Central Asia,Infrastructure,Disbursing&Repaying,2014-01-30,491299445.65,0.0,467548115.99,59107811.9,308255721.54,2013-09-28,2014-06-18,2019-01-12
LOAN-2131,Vietnam,East Asia,Health,Effective,2011-06-15,140470957.19,0.0,96891673.81,17352006.38,109367737.36,2011-05-31,2011-09-24,2014-12-12
LOAN-2132,Colombia,East Asia,Investment,Cancelled,2016-10-02,240803248.73,129896196.93,190014478.29,8213941.06,107470017.05,2016-09-14,2017-07-17,2024-11-28
LOAN-2133,Jordan,East Asia,Health,Disbursing,2005-01-14,173174621.03,0.0,115507828.25,6976503.11,18471572.08,2004-11-25,2005-11-02,2007-10-29
LOAN-2134,Egypt,Europe & Central Asia,Education,Effective,2020-11-21,391853529.59,0.0,216581350.79,14245683.1,220599767.49,2020-05-06,2021-03-08,2029-02-13
LOAN-2135,Kenya,Latin America,Education,Fully Repaid,2000-12-17,390464718.73,0.0,262332852.61,124593039.46,222346083.02,2000-07-13,2001-06-15,2001-12-04
LOAN-2136,Bangladesh,South Asia,Health,Cancelled,2014-08-26,10080053.54,4784517.49,6631742.29,898239.17,6972181.25,2014-02-27,2015-01-05,2023-06-05
LOAN-2137,Morocco,Latin America,Agriculture,Cancelled,2001-10-08,464930240.65,243644716.92,262646223.58,42923759.82,32390931.04,2001-09-11,2002-04-23,2009-08-30
LOAN-2138,Philippines,Latin America,Investment,Repaying,2015-12-09,125012349.23,0.0,66335443.82,59164798.89,28094542.49,2015-10-25,2016-08-20,2019-07-09
LOAN-2139,Bangladesh,South Asia,Education,Fully Repaid,2019-09-03,269151715.24,0.0,267847379.94,178365325.89,90249913.99,2019-07-05,2020-01-16,2029-01-10
LOAN-2140,Indonesia,South Asia,Investment,Repaying,2009-05-27,581700049.74,0.0,468479502.37,243831017.58,254419393.73,2009-01-12,2010-05-01,2018-04-05
LOAN-2141,Vietnam,East Asia,Investment,Effective,2022-10-27,118633780.56,0.0,118633780.56,85394029.75,37950217.92,2022-06-23,2022-12-04,2023-10-21
LOAN-2142,Bangladesh,East Asia,Climate,Disbursing,2019-06-23,243183467.03,0.0,243183467.03,77627321.55,184648923.89,2019-03-29,2019-11-17,2022-03-10
LOAN-2143,Bangladesh,East Asia,Agriculture,Disbursing,2006-04-24,14430767.57,0.0,14430767.57,9476197.31,10433421.81,2006-02-28,2007-03-09,2007-05-04
LOAN-2144,Morocco,Europe & Central Asia,Infrastructure,Repaying,2013-02-22,97676197.35,0.0,93383930.99,64066891.59,9365789.16,2012-09-07,2013-10-22,2017-07-01
LOAN-2145,Colombia,Latin America,Infrastructure,Disbursing&Repaying,2008-02-23,108909301.25,0.0,88747983.64,12091242.7,71560293.1,2008-01-16,2008-06-15,2009-08-21
LOAN-2146,Tanzania,Latin America,Investment,Effective,2001-04-11,187108566.32,0.0,168444484.97,137801530.42,46568704.26,2001-01-07,2001-05-25,2012-08-25
LOAN-2147,Brazil,Latin America,Agriculture,Cancelled,2007-08-13,548578275.61,142668284.92,239838180.75,81385031.89,273675063.44,2007-05-06,2008-01-04,2010-07-02
LOAN-2148,Colombia,South Asia,Agriculture,Cancelled,2019-10-03,71884300.94,51336130.62,56109398.64,49658608.16,49751507.1,2019-04-13,2019-11-02,2027-07-24
LOAN-2149,Tanzania,East Asia,Education,Cancelled,2004-04-28,540231650.12,267782578.31,327104481.77,95052902.91,245799765.48,2003-11-24,2004-09-05,2007-12-19
LOAN-2150,Philippines,Europe & Central Asia,Infrastructure,Disbursing,2018-02-11,82235529.34,0.0,82235529.34,16693537.54,9180917.44,2017-08-28,2018-05-05,2024-07-15
LOAN-2151,Philippines,Africa,Health,Disbursing&Repaying,2023-04-28,114852919.87,0.0,106525564.89,31506340.14,89638977.97,2022-11-22,2023-10-11,2027-02-04
LOAN-2152,Vietnam,East Asia,Climate,Disbursing&Repaying,2017-04-09,227988565.55,0.0,117682408.07,77996286.52,156870112.22,2017-03-18,2017-08-18,2022-03-06
LOAN-2153,India,Latin America,Education,Disbursing,2021-07-26,382605237.07,0.0,382605237.07,81895272.05,132983133.95,2021-04-19,2021-11-29,2031-06-27
LOAN-2154,Egypt,Latin America,Infrastructure,Disbursing&Repaying,2023-01-29,274650188.83,0.0,167603550.5,66350340.06,167185151.39,2022-10-25,2023-06-03,2029-08-16
LOAN-2155,Vietnam,East Asia,Investment,Cancelled,2011-10-16,464344634.95,310726688.7,355248165.6,30854394.0,321401148.53,2011-06-19,2012-10-08,2013-03-07
LOAN-2156,Jordan,Latin America,Agriculture,Disbursing&Repaying,2013-04-06,61277194.69,0.0,61277194.69,45778363.58,8591571.79,2012-12-29,2013-10-10,2024-03-26
LOAN-2157,Colombia,Europe & Central Asia,Agriculture,Fully Repaid,2022-12-01,590665461.15,0.0,275470892.73,214941877.99,253125425.39,2022-10-16,2023-12-14,2028-09-17
LOAN-2158,India,Latin America,Investment,Cancelled,2023-07-21,441380332.47,300207478.5,301528620.07,163079543.8,72310631.0,2023-04-10,2024-05-22,2029-07-16
LOAN-2159,Peru,Latin America,Climate,Cancelled,2010-02-24,227810911.46,66345519.41,109374401.18,16304656.84,119768047.86,2009-09-11,2010-10-29,2015-07-04
LOAN-2160,Nigeria,South Asia,Education,Fully Repaid,2021-05-17,575638774.94,0.0,575638774.94,153607358.32,417751112.38,2021-02-14,2021-08-24,2028-12-03
LOAN-2161,India,South Asia,Investment,Cancelled,2002-12-30,154540898.4,100930929.59,130526155.02,36605383.48,114714026.61,2002-11-15,2003-04-12,2014-08-08
LOAN-2162,Mexico,Latin America,Investment,Repaying,2015-09-20,237786771.01,0.0,125445459.35,47306530.29,117362586.52,2015-07-15,2016-03-09,2019-09-09
LOAN-2163,Bangladesh,South Asia,Infrastructure,Repaying,2012-05-10,436957481.88,0.0,379604095.77,229692967.41,89302450.65,2012-04-28,2013-05-01,2015-10-22
LOAN-2164,Peru,Africa,Investment,Fully Repaid,2013-05-27,316923369.1,0.0,316923369.1,170695512.72,71033898.39,2012-12-30,2014-05-04,2024-05-31
LOAN-2165,Morocco,South Asia,Infrastructure,Disbursing,2017-02-10,528734993.69,0.0,528734993.69,342623520.64,373512468.24,2017-01-03,2018-01-26,2028-05-24
LOAN-2166,Colombia,Europe & Central Asia,Health,Effective,2010-01-28,105231325.71,0.0,101843775.37,79331771.69,43721309.58,2009-12-23,2010-04-13,2019-01-11
LOAN-2167,Philippines,East Asia,Infrastructure,Effective,2012-05-16,502841924.71,0.0,502841924.71,190831882.53,265774550.19,2011-11-25,2013-03-02,2020-07-26
LOAN-2168,Colombia,Africa,Agriculture,Repaying,2022-03-15,589936533.55,0.0,275190460.5,25047253.5,386109695.64,2021-10-05,2022-11-22,2028-12-25
LOAN-2169,Indonesia,East Asia,Investment,Disbursing&Repaying,2017-02-28,338599102.39,0.0,338599102.39,114527796.29,148721220.95,2016-09-17,2017-05-24,2020-03-11
LOAN-2170,Indonesia,South Asia,Education,Cancelled,2018-12-03,580204113.16,366093362.28,342837651.34,178998915.67,337666592.08,2018-11-13,2019-06-28,2029-08-13
LOAN-2171,Egypt,Europe & Central Asia,Climate,Disbursing&Repaying,2019-05-15,518729703.58,0.0,222960914.84,80003608.37,339205365.1,2019-04-29,2019-10-02,2032-11-26
LOAN-2172,Mexico,South Asia,Infrastructure,Disbursing,2020-06-25,380160158.45,0.0,252110734.67,66317516.83,136518529.78,2020-03-16,2021-07-09,2029-01-07
LOAN-2173,Ghana,Latin America,Agriculture,Disbursing&Repaying,2011-10-21,169596323.34,0.0,169596323.34,49532499.41,97403971.66,2011-08-19,2012-08-31,2024-11-24
LOAN-2174,Vietnam,East Asia,Infrastructure,Disbursing,2014-12-21,453224896.81,0.0,453224896.81,70182878.44,192564972.67,2014-07-07,2015-10-22,2020-11-23
LOAN-2175,Vietnam,Africa,Education,Fully Repaid,2008-05-08,65272409.76,0.0,63807209.54,36721467.92,18582615.04,2008-03-08,2008-10-20,2020-01-22
LOAN-2176,Ghana,Africa,Investment,Effective,2000-09-17,484509012.44,0.0,484509012.44,329123949.65,372820601.12,2000-07-21,2001-08-10,2008-06-30
LOAN-2177,Peru,Europe & Central Asia,Investment,Disbursing,2008-11-28,181241197.59,0.0,153681118.98,24607004.73,93131375.62,2008-10-26,2009-12-27,2018-10-21
LOAN-2178,Nigeria,Latin America,Health,Disbursing,2013-03-08,430953419.75,0.0,356080521.55,127149612.03,319312240.46,2012-10-04,2013-05-19,2021-04-07
LOAN-2179,Philippines,East Asia,Agriculture,Disbursing,2022-03-07,496549750.11,0.0,296302594.14,41337362.71,394512729.32,2021-09-01,2022-07-27,2028-07-02
LOAN-2180,Philippines,East Asia,Education,Disbursing,2021-09-04,390497555.72,0.0,223667033.12,2499818.81,90892270.0,2021-05-11,2022-07-15,2034-11-10
LOAN-2181,Pakistan,East Asia,Climate,Fully Repaid,2011-09-24,115704535.76,0.0,94282663.73,33909245.68,55722453.79,2011-06-13,2012-03-06,2022-03-23
LOAN-2182,Ghana,Africa,Infrastructure,Disbursing&Repaying,2006-01-12,540531451.6,0.0,540531451.6,155748327.48,171783937.92,2005-07-07,2006-06-17,2018-12-04
LOAN-2183,Morocco,South Asia,Health,Effective,2004-09-13,588701559.87,0.0,588701559.87,268864977.45,239485726.89,2004-07-07,2005-10-16,2013-05-02
LOAN-2184,Jordan,Latin America,Investment,Fully Repaid,2019-07-26,281845429.24,0.0,242220025.74,11597812.09,144897990.95,2019-06-03,2019-09-05,2032-12-11
LOAN-2185,Egypt,Europe & Central Asia,Investment,Disbursing,2015-11-24,391915154.34,0.0,391915154.34,168117414.91,227205662.44,2015-05-14,2016-05-13,2029-06-30
LOAN-2186,Nigeria,South Asia,Climate,Fully Repaid,2009-08-26,429599252.09,0.0,340520924.85,215820812.91,325232888.59,2009-04-23,2010-03-02,2022-07-19
LOAN-2187,Nepal,Africa,Investment,Cancelled,2014-02-08,143375787.8,112196301.62,143375787.8,65545594.73,50949518.08,2014-01-16,2015-03-09,2022-12-18
LOAN-2188,Indonesia,South Asia,Agriculture,Repaying,2008-01-17,370241023.66,0.0,305011065.39,200496677.79,221928857.28,2007-12-31,2009-01-13,2019-12-19
LOAN-2189,Indonesia,Africa,Education,Fully Repaid,2018-04-13,58017906.96,0.0,58017906.96,29972201.62,44196441.26,2017-10-07,2019-01-10,2022-03-17
LOAN-2190,Vietnam,Latin America,Agriculture,Fully Repaid,2004-01-26,62038663.44,0.0,42442235.47,27016038.65,44003924.66,2003-11-11,2004-09-17,2009-05-22
LOAN-2191,Philippines,Africa,Investment,Cancelled,2011-07-25,591453433.71,430330137.13,536096858.63,163910624.64,363070515.72,2011-06-30,2012-06-04,2013-09-16
LOAN-2192,Ghana,South Asia,Investment,Fully Repaid,2013-09-26,105265301.51,0.0,105265301.51,50128270.3,5631248.31,2013-04-24,2014-08-10,2022-12-18
LOAN-2193,Kenya,Latin America,Climate,Effective,2004-05-07,117146846.87,0.0,105045333.63,17186260.58,25043698.96,2004-03-19,2005-04-09,2013-07-24
LOAN-2194,Mexico,East Asia,Health,Fully Repaid,2001-05-12,425288701.79,0.0,425288701.79,67936812.39,68742524.12,2001-04-23,2002-03-13,2004-11-17
LOAN-2195,Nepal,Africa,Agriculture,Disbursing,2022-04-28,69126079.4,0.0,65422694.05,34745711.13,12134321.6,2021-11-15,2022-08-15,2030-09-16
LOAN-2196,Egypt,Europe & Central Asia,Agriculture,Disbursing,2015-03-06,499903224.34,0.0,499903224.34,424722773.66,275711030.48,2014-11-23,2015-06-16,2021-05-14
LOAN-2197,Tanzania,Latin America,Health,Fully Repaid,2004-06-06,477462106.13,0.0,206871109.78,10914885.19,375647716.33,2004-05-04,2005-06-10,2012-06-09
LOAN-2198,Peru,Europe & Central Asia,Infrastructure,Repaying,2012-09-03,347176641.58,0.0,286608394.15,101679035.04,159626903.96,2012-07-21,2013-05-20,2017-12-08
